creator_id,total_posts,mean_p_promotional,frac_pred_promotional,median_like_rate,mean_like_rate,median_words
506fb54646,5,0.806640196902739,0.8,0.022813688212927757,0.022926307654855628,655.0
507c8c4d92,2,0.2231435679746334,0.0,0.04034562211981567,0.04034562211981567,78.0
508786b40b,1,0.05720046809800936,0.0,0.017921146953405017,0.017921146953405017,17.0
50878861d4,1,0.3699240282868826,0.0,0.021768707482993196,0.021768707482993196,109.0
5096c18d77,1,0.4828976506769089,0.0,0.036655683690280064,0.036655683690280064,252.0
509ac44905,1,0.5608470604171365,1.0,0.005707419645539201,0.005707419645539201,149.0
509ff142ba,10,0.28684390135864946,0.0,0.063003663003663,0.0639173598009334,180.0
50a6b33e6b,2,0.11608536702917302,0.0,0.004753129753129753,0.004753129753129753,109.0
50ac3c974c,37,0.7804613822667943,0.972972972972973,0.05120481927710843,0.05167081153709081,342.0
50bac63beb,1,0.23889817053732554,0.0,0.034722222222222224,0.034722222222222224,95.0
50c15dc496,1,0.42164905083062826,0.0,0.012440191387559809,0.012440191387559809,188.0
50c2359478,15,0.6161742255458187,0.7333333333333333,0.05733333333333333,0.05609056761802671,208.0
50cba28556,6,0.12037596991535789,0.0,0.10447991847099705,0.11705730077876807,36.5
50ef423371,2,0.07731057433029209,0.0,0.0076724290053538785,0.0076724290053538785,100.5
50f3153928,4,0.1085951444983757,0.0,0.056261585410275296,0.055832579357604564,158.5
50f51cdac5,1,0.9508278937414725,1.0,0.040229885057471264,0.040229885057471264,436.0
510261b47c,3,0.448374372145465,0.3333333333333333,0.020814061054579093,0.02372249894654525,480.0
511283906f,1,0.19668425919413957,0.0,0.011747430249632892,0.011747430249632892,61.0
511caac3f5,1,0.22601127927406642,0.0,0.015432098765432098,0.015432098765432098,299.0
512e691982,4,0.2732242437074141,0.0,0.02414438502673797,0.03379851438568899,164.5
514047a031,1,0.15763611169066014,0.0,0.05564387917329094,0.05564387917329094,34.0
514d428302,4,0.7194161146602792,0.75,0.011892812731764167,0.015598060655114107,370.5
515bd29ec0,1,0.3586800351463302,0.0,0.03058823529411765,0.03058823529411765,37.0
515e970934,2,0.7827058833314984,1.0,0.026799449437292528,0.026799449437292528,151.0
51698f4039,11,0.18802352081918586,0.18181818181818182,0.08070246529376278,0.07700957372574974,240.0
5190380686,2,0.48165130921840027,0.5,0.10426470588235295,0.10426470588235295,294.0
51951f66bd,7,0.3647898806777158,0.2857142857142857,0.028938906752411574,0.021826969473978806,172.0
51a8cbd7d0,1,0.9187879026108097,1.0,0.0759493670886076,0.0759493670886076,278.0
51c3906451,1,0.3912861712048189,0.0,0.08097165991902834,0.08097165991902834,82.0
51c62cf579,1,0.8601990559521235,1.0,0.01567398119122257,0.01567398119122257,163.0
51c9f5c936,2,0.3358936018204821,0.0,0.0037997807818779686,0.0037997807818779686,24.0
51d315fb40,1,0.27033856912841575,0.0,0.019464720194647202,0.019464720194647202,287.0
51d94c09b2,25,0.08659797731318322,0.0,0.18181818181818182,0.1755505636152514,270.0
51de9b3a73,1,0.710647885999547,1.0,0.025735294117647058,0.025735294117647058,134.0
51f2c29bcd,2,0.21003588047953645,0.0,0.008445059749344215,0.008445059749344215,57.0
51fce1283c,17,0.8432149725477975,0.9411764705882353,0.03527918781725888,0.035820756614908716,335.0
5204105d57,13,0.16617251634173266,0.0,0.05853658536585366,0.05586848174499985,121.0
520cb0ef0c,2,0.43188490293801746,0.0,0.021347136073684245,0.021347136073684245,76.5
